id,original_title,genres,budget,revenue,vote_average,vote_count
76,before sunrise,"['Drama', 'Romance']",2500000.0,5535405.0,7.7,984.0
11017,billy madison,['Comedy'],10000000.0,26488734.0,6.2,464.0
9382,boys on the side,"['Comedy', 'Drama']",21000000.0,23450000.0,6.3,48.0
2292,clerks,['Comedy'],27000.0,3151130.0,7.4,769.0
1909,don juan demarco,"['Romance', 'Drama', 'Comedy']",25000000.0,22200000.0,6.3,184.0
8984,disclosure,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",55000000.0,214015089.0,5.9,217.0
8467,dumb and dumber,['Comedy'],16000000.0,247275374.0,6.5,1894.0
522,ed wood,"['Comedy', 'Drama', 'History']",18000000.0,5887457.0,7.3,639.0
27303,hideaway,"['Drama', 'Thriller']",15000000.0,12201255.0,5.0,24.0
14275,hoop dreams,['Documentary'],700000.0,7830611.0,7.7,91.0
1024,heavenly creatures,"['Drama', 'Fantasy']",5000000.0,3049135.0,6.9,299.0
17207,houseguest,"['Comedy', 'Family']",10500000.0,26325256.0,6.0,17.0
628,interview with the vampire,"['Horror', 'Romance']",60000000.0,223664608.0,7.2,1558.0
87729,jefferson in paris,"['Drama', 'Romance']",14000000.0,2474000.0,5.2,10.0
6280,junior,"['Comedy', 'Family', 'Romance']",60000000.0,37000000.0,4.7,381.0
11,star wars,"['Adventure', 'Action', 'Science Fiction']",11000000.0,775398007.0,8.1,6778.0
18183,como agua para chocolate,"['Drama', 'Romance']",2000000.0,21665468.0,6.6,70.0
4476,legends of the fall,"['Adventure', 'Drama', 'Romance', 'War']",30000000.0,160638883.0,7.2,636.0
28313,losing isaiah,['Drama'],17000000.0,7603766.0,6.4,28.0
3036,frankenstein,"['Drama', 'Horror', 'Science Fiction', 'Romance']",45000000.0,112006296.0,6.1,272.0
17402,miami rhapsody,"['Comedy', 'Romance']",6.0,5.0,5.6,7.0
1945,nell,"['Drama', 'Thriller']",31000000.0,106683817.0,6.1,128.0
241,natural born killers,"['Crime', 'Thriller', 'Drama']",34000000.0,50282766.0,6.9,927.0
6950,outbreak,"['Action', 'Drama', 'Science Fiction', 'Thriller']",50000000.0,189859560.0,6.4,522.0
101,léon,"['Thriller', 'Crime', 'Drama']",16000000.0,45284974.0,8.2,4293.0
63020,the perez family,"['Comedy', 'Drama', 'Romance']",11000000.0,2832826.0,6.6,9.0
680,pulp fiction,"['Thriller', 'Crime']",8000000.0,213928762.0,8.3,8670.0
25296,pushing hands,"['Comedy', 'Drama']",400000.0,152322.0,6.1,9.0
12106,the quick and the dead,"['Action', 'Western']",32000000.0,18552460.0,6.2,431.0
161495,roommates,"['Drama', 'Comedy']",22000000.0,12400000.0,6.4,7.0
3586,prêtàporter,"['Drama', 'Comedy']",15000000.0,11300653.0,5.3,33.0
22586,the swan princess,['Animation'],35000000.0,9771658.0,6.5,251.0
2636,the specialist,"['Action', 'Thriller']",45000000.0,170362582.0,5.5,317.0
2164,stargate,"['Action', 'Adventure', 'Science Fiction']",55000000.0,196567262.0,6.8,942.0
11395,the santa clause,"['Fantasy', 'Drama', 'Comedy', 'Family']",22000000.0,189833357.0,6.3,501.0
278,the shawshank redemption,"['Drama', 'Crime']",25000000.0,28341469.0,8.5,8358.0
9067,tank girl,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",25000000.0,4064495.0,5.5,140.0
193,star trek generations,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",38000000.0,120000000.0,6.4,461.0
25066,tales from the hood,"['Crime', 'Horror', 'Thriller']",6000000.0,12000000.0,5.4,33.0
1587,whats eating gilbert grape,"['Romance', 'Drama']",11000000.0,10032765.0,7.5,943.0
9271,virtuosity,"['Action', 'Crime', 'Science Fiction', 'Thriller']",30000000.0,24048000.0,5.4,163.0
2064,while you were sleeping,"['Comedy', 'Drama', 'Romance']",17000000.0,182057016.0,6.5,340.0
236,muriels wedding,"['Drama', 'Comedy', 'Romance']",3000000.0,15119639.0,6.9,104.0
3049,ace ventura pet detective,"['Comedy', 'Mystery']",15000000.0,107217396.0,6.4,1684.0
10497,bitter moon,"['Thriller', 'Drama', 'Romance']",5000000.0,1862805.0,7.0,115.0
9331,clear and present danger,"['Action', 'Drama', 'Thriller']",62000000.0,215887717.0,6.4,390.0
10731,the client,"['Drama', 'Thriller', 'Crime', 'Mystery']",45000000.0,117615211.0,6.4,287.0
9495,the crow,"['Fantasy', 'Action', 'Thriller']",15000000.0,94000000.0,7.3,980.0
888,the flintstones,"['Fantasy', 'Comedy', 'Family']",46000000.0,341631208.0,5.0,559.0
13,forrest gump,"['Comedy', 'Drama', 'Romance']",55000000.0,677945399.0,8.2,8147.0
712,four weddings and a funeral,"['Comedy', 'Drama', 'Romance']",6000000.0,254700832.0,6.6,654.0
10879,i love trouble,"['Action', 'Comedy', 'Romance']",45000000.0,61947267.0,5.3,41.0
8587,the lion king,"['Family', 'Animation', 'Drama']",45000000.0,788241776.0,8.0,5520.0
1689,little buddha,"['Drama', 'History']",35000000.0,4858139.0,6.0,76.0
11596,new nightmare,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",14000000.0,18090181.0,6.4,297.0
854,the mask,"['Romance', 'Comedy', 'Crime', 'Fantasy']",23000000.0,351583407.0,6.6,2550.0
36593,the naked gun 33⅓ the final insult,"['Comedy', 'Crime']",30000000.0,51132598.0,6.4,535.0
2788,reality bites,['Drama'],11500000.0,20079850.0,6.5,180.0
10427,red rock west,"['Crime', 'Drama', 'Thriller']",8000000.0,2000000.0,6.4,71.0
1637,speed,"['Action', 'Adventure', 'Crime']",30000000.0,350448145.0,6.8,1814.0
8831,timecop,"['Thriller', 'Science Fiction', 'Action', 'Crime']",27000000.0,101646581.0,5.5,288.0
36955,true lies,"['Action', 'Thriller']",115000000.0,378882411.0,6.8,1138.0
12160,wyatt earp,"['Drama', 'Action', 'Western']",63000000.0,25052000.0,6.5,203.0
26352,a low down dirty shame,"['Action', 'Comedy', 'Crime']",10000000.0,29392418.0,6.0,31.0
22067,jasons lyric,"['Crime', 'Drama', 'Romance']",7000000.0,20851521.0,5.9,9.0
11667,street fighter,"['Action', 'Adventure', 'Thriller']",35000000.0,99423521.0,4.1,330.0
8011,highlander iii the sorcerer,"['Action', 'Fantasy', 'Science Fiction']",26000000.0,36800000.0,4.5,110.0
2654,in the mouth of madness,"['Horror', 'Mystery', 'Thriller']",8000000.0,8946600.0,7.1,307.0
10436,the age of innocence,"['Drama', 'Romance']",34000000.0,32255440.0,7.0,172.0
46094,the air up there,"['Comedy', 'Family']",17080000.0,21011500.0,5.1,42.0
306,beverly hills cop iii,"['Action', 'Comedy', 'Crime']",50000000.0,119208989.0,5.5,445.0
4722,body snatchers,"['Horror', 'Science Fiction', 'Thriller']",13000000.0,428868.0,5.8,102.0
1607,a bronx tale,"['Drama', 'Crime']",22000000.0,17287898.0,7.4,447.0
117553,calendar girl,"['Drama', 'Comedy']",13000000.0,2570145.0,3.7,10.0
6075,carlitos way,"['Action', 'Crime', 'Drama', 'Thriller']",30000000.0,36516012.0,7.7,805.0
9350,cliffhanger,"['Action', 'Adventure', 'Thriller']",70000000.0,255000211.0,6.1,600.0
2124,color of night,"['Drama', 'Mystery', 'Romance', 'Thriller']",40000000.0,19726050.0,5.4,117.0
9571,dazed and confused,"['Comedy', 'Drama']",6900000.0,7993039.0,7.4,588.0
9739,demolition man,"['Crime', 'Action', 'Science Fiction']",57000000.0,159055768.0,6.4,1018.0
9024,for love or money,"['Comedy', 'Romance']",30000000.0,11146270.0,5.7,77.0
37233,the firm,"['Drama', 'Mystery', 'Thriller']",42000000.0,270248367.0,6.6,513.0
1634,free willy,"['Family', 'Adventure']",20000000.0,153698625.0,6.0,429.0
5503,the fugitive,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",44000000.0,368875760.0,7.2,1240.0
35588,geronimo an american legend,"['History', 'Action', 'Drama', 'Western']",35000000.0,18635620.0,5.9,44.0
2019,hard target,"['Action', 'Adventure', 'Crime', 'Thriller']",18000000.0,74189677.0,6.1,237.0
9255,hot shots part deux,"['Action', 'Comedy', 'War']",25000000.0,133752825.0,6.2,463.0
9386,in the line of fire,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",40000000.0,176997168.0,6.8,392.0
7984,in the name of the father,['Drama'],13000000.0,65796862.0,7.6,363.0
329,jurassic park,"['Adventure', 'Science Fiction']",63000000.0,920100000.0,7.6,4956.0
10909,kalifornia,"['Thriller', 'Crime']",9000000.0,2395231.0,6.5,209.0
507,killing zoe,"['Action', 'Crime', 'Drama', 'Thriller']",1500000.0,418961.0,6.1,111.0
9593,last action hero,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",85000000.0,137298489.0,6.1,725.0
10440,manhattan murder mystery,"['Comedy', 'Mystery']",13500000.0,11285588.0,7.1,169.0
9516,menace ii society,"['Drama', 'Action', 'Crime']",3500000.0,27900000.0,7.2,179.0
2320,executive decision,"['Action', 'Adventure', 'Drama', 'Thriller']",55000000.0,121969216.0,5.8,261.0
788,mrs doubtfire,"['Comedy', 'Drama', 'Family']",25000000.0,441286195.0,7.0,1638.0
11231,the next karate kid,['Adventure'],12000000.0,15826984.0,4.8,202.0
10447,no escape,"['Action', 'Drama', 'Science Fiction', 'Thriller']",20000000.0,15340000.0,6.1,86.0
9559,a perfect world,"['Crime', 'Drama', 'Thriller']",30000000.0,135130999.0,7.2,376.0
9800,philadelphia,['Drama'],26000000.0,206678440.0,7.6,1019.0
713,the piano,"['Drama', 'Romance']",7000000.0,116700000.0,7.1,290.0
8291,poetic justice,"['Drama', 'Romance']",14000000.0,27515786.0,6.9,47.0
10872,the ref,['Comedy'],11000000.0,11439193.0,6.7,99.0
1245,the remains of the day,"['Drama', 'Romance']",11500000.0,23237911.0,7.5,213.0
11858,renaissance man,"['Comedy', 'War']",40000000.0,24332324.0,5.9,83.0
5550,robocop 3,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",22000000.0,10696210.0,4.2,309.0
8005,robin hood men in tights,['Comedy'],20000000.0,35739755.0,6.4,575.0
2088,romeo is bleeding,"['Action', 'Crime', 'Drama', 'Thriller']",11500000.0,3275585.0,5.7,36.0
47889,ruby in paradise,"['Drama', 'Romance']",800000.0,1001437.0,5.6,10.0
14534,rudy,['Drama'],12000000.0,22750363.0,7.2,187.0
424,schindlers list,"['Drama', 'History', 'War']",22000000.0,321365567.0,8.3,4436.0
11592,serial mom,"['Comedy', 'Crime', 'Horror', 'Thriller']",13000000.0,7820688.0,6.4,137.0
8850,the shadow,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",25000000.0,48063435.0,5.4,140.0
858,sleepless in seattle,"['Comedy', 'Drama', 'Romance']",21000000.0,227799884.0,6.5,630.0
867,sliver,"['Drama', 'Thriller']",40000000.0,116300000.0,4.9,144.0
78,blade runner,"['Science Fiction', 'Drama', 'Thriller']",28000000.0,33139618.0,7.9,3833.0
10442,so i married an axe murderer,"['Comedy', 'Crime', 'Romance']",20000000.0,11585483.0,6.1,131.0
9607,super mario bros,"['Adventure', 'Comedy', 'Family', 'Fantasy']",48000000.0,20915465.0,4.0,236.0
17585,surviving the game,"['Action', 'Adventure', 'Thriller', 'Crime']",7400000.0,7690013.0,6.1,53.0
9057,terminal velocity,"['Action', 'Thriller']",50000000.0,16478900.0,5.0,82.0
9479,the nightmare before christmas,"['Fantasy', 'Animation', 'Family']",18000000.0,75634409.0,7.6,2135.0
10057,the three musketeers,"['Action', 'Adventure', 'Comedy']",30000000.0,53898845.0,6.2,219.0
11969,tombstone,"['Action', 'Adventure', 'Drama', 'History', 'Western']",25000000.0,56505065.0,7.4,632.0
319,true romance,"['Action', 'Thriller', 'Crime', 'Romance']",12500000.0,12281551.0,7.5,762.0
15139,the pagemaster,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",27000000.0,13670688.0,6.2,178.0
771,home alone,"['Comedy', 'Family']",18000000.0,476684675.0,7.1,2487.0
251,ghost,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",22000000.0,505000000.0,6.9,1381.0
812,aladdin,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",28000000.0,504050219.0,7.4,3495.0
280,terminator 2 judgment day,"['Action', 'Thriller', 'Science Fiction']",100000000.0,520000000.0,7.7,4274.0
581,dances with wolves,"['Adventure', 'Drama', 'Western']",22000000.0,424208848.0,7.6,1084.0
268,batman,"['Fantasy', 'Action']",35000000.0,411348924.0,7.0,2145.0
274,the silence of the lambs,"['Crime', 'Drama', 'Thriller']",19000000.0,272742922.0,8.1,4549.0
408,snow white and the seven dwarfs,"['Fantasy', 'Animation', 'Family']",1488423.0,184925486.0,6.9,1973.0
10020,beauty and the beast,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",25000000.0,377350553.0,7.5,3029.0
10895,pinocchio,"['Animation', 'Family']",2600000.0,84300000.0,6.9,1412.0
114,pretty woman,"['Romance', 'Comedy']",14000000.0,463000000.0,7.0,1807.0
576,the wild bunch,"['Adventure', 'Western']",6244087.0,638641.0,7.7,266.0
275,fargo,"['Crime', 'Drama', 'Thriller']",7000000.0,60611975.0,7.7,2080.0
8766,hellraiser bloodline,"['Horror', 'Thriller', 'Science Fiction']",4000000.0,16675000.0,4.9,111.0
10112,the aristocats,"['Animation', 'Comedy', 'Family', 'Adventure']",4000000.0,55675257.0,7.1,1287.0
1592,primal fear,"['Crime', 'Drama', 'Mystery', 'Thriller']",30000000.0,102616183.0,7.4,644.0
61752,girl 6,['Comedy'],12000000.0,4939939.0,5.7,17.0
10684,courage under fire,"['Drama', 'Thriller', 'Mystery', 'War']",46000000.0,100860818.0,6.2,240.0
954,mission impossible,"['Adventure', 'Action', 'Thriller']",80000000.0,457696359.0,6.7,2677.0
8840,dragonheart,['Fantasy'],57000000.0,115267375.0,6.4,553.0
10539,james and the giant peach,"['Adventure', 'Animation', 'Family']",38000000.0,28921264.0,6.2,375.0
47502,faithful,"['Comedy', 'Crime', 'Drama']",13000000.0,9789900.0,4.8,4.0
2300,space jam,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",80000000.0,250200000.0,6.5,1335.0
8069,barbarella,['Science Fiction'],9000000.0,2500000.0,5.7,149.0
40001,mrs winterbourne,"['Comedy', 'Romance', 'Drama']",25000000.0,10070000.0,5.5,26.0
9103,the quest,"['Action', 'Adventure']",30000000.0,57400547.0,5.3,126.0
12233,oliver  company,"['Animation', 'Comedy', 'Family']",31000000.0,74151346.0,6.5,372.0
36355,flipper,"['Adventure', 'Family']",25530000.0,20080020.0,5.3,85.0
11876,le hussard sur le toit,"['War', 'Adventure', 'Drama', 'Romance']",35000000.0,15000000.0,6.7,25.0
9100,the craft,"['Drama', 'Fantasy', 'Horror', 'Thriller']",15000000.0,24769466.0,6.3,388.0
40507,original gangstas,"['Action', 'Drama', 'Crime', 'Thriller']",4800000.0,3014000.0,5.5,5.0
9802,the rock,"['Action', 'Adventure', 'Thriller']",75000000.0,335062621.0,6.9,1474.0
664,twister,"['Action', 'Adventure', 'Drama']",92000000.0,494471524.0,6.1,966.0
10547,the arrival,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",25000000.0,14048372.0,6.1,200.0
935,dr strangelove or how i learned to stop worrying and love the bomb,"['Drama', 'Comedy', 'War']",1800000.0,9440272.0,8.0,1472.0
9826,the phantom,"['Adventure', 'Action']",45000000.0,17300889.0,4.7,138.0
9879,striptease,"['Drama', 'Thriller', 'Crime']",50000000.0,113309743.0,4.4,210.0
7095,jack,"['Comedy', 'Drama', 'Science Fiction']",45000000.0,58620973.0,5.9,340.0
627,trainspotting,"['Drama', 'Crime']",4000000.0,16491080.0,7.8,2737.0
602,independence day,"['Action', 'Adventure', 'Science Fiction']",75000000.0,816969268.0,6.7,3334.0
9566,the fan,"['Drama', 'Mystery', 'Thriller']",55000000.0,18626419.0,5.7,202.0
10545,the hunchback of notre dame,"['Drama', 'Animation', 'Family']",100000000.0,100138851.0,6.8,1182.0
9894,the cable guy,"['Comedy', 'Drama', 'Thriller']",47000000.0,102825796.0,5.7,603.0
11543,kingpin,['Comedy'],27000000.0,25023434.0,6.7,248.0
9268,eraser,"['Action', 'Drama', 'Mystery', 'Thriller']",100000000.0,242295562.0,5.6,553.0
9327,the nutty professor,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",54000000.0,128769345.0,5.4,717.0
11228,daylight,"['Action', 'Adventure', 'Thriller']",80000000.0,159212469.0,5.8,385.0
10779,the frighteners,"['Horror', 'Comedy']",30000000.0,29359216.0,6.7,413.0
26748,lone star,"['Drama', 'Mystery', 'Romance']",5000000.0,13269963.0,6.9,79.0
9294,phenomenon,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",32000000.0,152036382.0,6.2,328.0
11363,shes the one,"['Comedy', 'Romance']",3500000.0,9482579.0,5.7,71.0
1645,a time to kill,"['Crime', 'Drama', 'Thriller']",40000000.0,152266007.0,7.0,522.0
18550,fled,"['Action', 'Comedy', 'Thriller']",25000000.0,17193231.0,5.2,49.0
11962,joes apartment,"['Fantasy', 'Comedy', 'Music']",13000000.0,4619014.0,5.0,87.0
2925,the first wives club,['Comedy'],26000000.0,116400000.0,6.5,172.0
3595,ransom,"['Action', 'Thriller']",80000000.0,309492681.0,6.4,482.0
12123,chain reaction,"['Action', 'Drama', 'Science Fiction', 'Thriller']",50000000.0,60209334.0,5.3,291.0
10830,matilda,"['Comedy', 'Family', 'Fantasy']",36000000.0,33459416.0,6.9,892.0
3573,emma,"['Drama', 'Comedy', 'Romance']",6000000.0,22231658.0,6.7,152.0
10546,the crow city of angels,"['Action', 'Fantasy', 'Thriller']",13000000.0,17917287.0,5.2,119.0
9431,bordello of blood,"['Horror', 'Comedy']",15000000.0,5600000.0,5.0,63.0
47907,the spitfire grill,"['Comedy', 'Drama']",6000000.0,12643776.0,6.8,17.0
10061,escape from la,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",50000000.0,42277365.0,5.6,381.0
549,basquiat,"['Drama', 'History']",2962051.0,3011195.0,6.6,97.0
10478,tin cup,"['Comedy', 'Drama', 'Romance']",45000000.0,53854588.0,5.9,152.0
66634,dingo,"['Drama', 'Music']",200000.0,300000.0,6.0,1.0
238,the godfather,"['Drama', 'Crime']",6000000.0,245066411.0,8.5,6024.0
11134,警察故事 iii：超級警察,"['Action', 'Crime', 'Thriller']",900000.0,20483423.0,6.7,109.0
88224,manny  lo,"['Drama', 'Comedy']",500000.0,431326.0,6.3,9.0
9303,bound,"['Crime', 'Drama', 'Romance', 'Thriller']",4500000.0,7011317.0,6.9,203.0
11015,the relic,"['Horror', 'Mystery', 'Thriller']",60000000.0,33956608.0,5.8,130.0
9306,the island of dr moreau,"['Fantasy', 'Horror', 'Science Fiction']",40000000.0,49627779.0,4.6,148.0
10723,bulletproof,"['Action', 'Adventure', 'Comedy', 'Thriller']",25000000.0,22611954.0,5.4,164.0
10987,halloween the curse of michael myers,"['Horror', 'Thriller']",5000000.0,15116634.0,5.0,173.0
872,singin in the rain,"['Comedy', 'Music', 'Romance']",2540800.0,7200000.0,7.9,747.0
2769,an american in paris,"['Drama', 'Comedy', 'Music', 'Romance']",2723903.0,4500000.0,6.9,133.0
164,breakfast at tiffanys,"['Comedy', 'Drama', 'Romance']",2500000.0,9500000.0,7.6,1082.0
426,vertigo,"['Mystery', 'Romance', 'Thriller']",2479000.0,28000000.0,8.0,1162.0
567,rear window,"['Drama', 'Mystery', 'Thriller']",1000000.0,36764313.0,8.2,1531.0
3078,it happened one night,"['Comedy', 'Romance']",325000.0,4500000.0,7.7,283.0
